"CI_INV_ID"	"ASSET_DESC_ID"	"PURCHASE_OR_RENTAL"	"UNIQUE_ID"	"CI_ACQUIRED_DATE"	"CI_STATUS_CODE"	"CI_STATUS_DATE"
81	21	"PURCHASE"	"Serial No. 141433694"	27-JUL-2022 09:06:48 AM	"INUSE   "	27-JUL-2022 09:06:51 AM
82	21	"PURCHASE"	"Serial No. 141433697"	27-JUL-2022 09:07:37 AM	"AVAIL   "	27-JUL-2022 09:07:40 AM
160	69	"PURCHASE"	"Serial No. 1802262727"	01-SEP-2022 10:31:41 AM	"INUSE   "	02-SEP-2022 04:40:42 PM
161	69	"PURCHASE"	"Serial No. 1802262728"	01-SEP-2022 10:32:45 AM	"INUSE   "	02-SEP-2022 04:42:37 PM
162	69	"PURCHASE"	"Serial No. 1802262729"	01-SEP-2022 10:34:09 AM	"DISPOSED"	10-SEP-2022 03:45:05 PM
142	84	"PURCHASE"	"Serial No. 8767651-99"	31-AUG-2022 10:25:25 AM	"AVAIL   "	01-SEP-2022 11:31:12 AM
143	84	"PURCHASE"	"Serial No. 8767651-100"	31-AUG-2022 10:26:44 AM	"DISPOSED"	06-SEP-2022 11:16:36 AM
144	84	"PURCHASE"	"Serial No. 8767651-101"	31-AUG-2022 10:28:18 AM	"INUSE   "	01-SEP-2022 12:28:30 PM
145	85	"PURCHASE"	"Serial No. 758192849"	22-AUG-2022 07:19:15 AM	"INUSE   "	26-AUG-2022 03:54:25 PM
146	85	"PURCHASE"	"Serial No. 758192850"	22-AUG-2022 07:24:16 AM	"DISPOSED"	07-SEP-2022 03:15:19 PM
147	85	"PURCHASE"	"Serial No. 758192851"	22-AUG-2022 07:34:41 AM	"AVAIL   "	25-AUG-2022 04:57:06 PM
190	1936	"PURCHASE"	"Serial No. 1993100321"	02-SEP-2022 12:00:00 AM	"INUSE   "	06-SEP-2022 04:14:36 PM
191	1936	"PURCHASE"	"Serial No. 1993100375"	02-SEP-2022 12:00:00 AM	"INUSE   "	06-SEP-2022 04:14:57 PM
192	1936	"PURCHASE"	"Serial No. 1993100336"	02-SEP-2022 12:00:00 AM	"DISPOSED"	06-SEP-2022 04:15:24 PM
193	1937	"PURCHASE"	"License Key: AHDJ-QW6Q-09UF-HU7E"	02-SEP-2022 12:00:00 AM	"INUSE   "	06-SEP-2022 04:19:12 PM
195	1937	"PURCHASE"	"License Key: HI77-AGE3-REW4-W3SR"	02-SEP-2022 12:00:00 AM	"DISPOSED"	06-SEP-2022 04:20:33 PM
212	606	"PURCHASE"	"Serial No. 6542131"	09-AUG-2022 09:02:08 AM	"INUSE   "	09-AUG-2022 09:15:08 AM
215	606	"PURCHASE"	"Serial No. 6542132"	09-AUG-2022 09:02:09 AM	"DISPOSED"	09-AUG-2022 09:15:09 AM
216	606	"PURCHASE"	"Serial No. 6542133"	09-AUG-2022 09:02:10 AM	"AVAIL   "	09-AUG-2022 09:15:10 AM
233	21	"PURCHASE"	"Serial No. 141433690"	27-JUL-2022 09:02:08 AM	"INUSE   "	27-JUL-2022 09:02:13 AM
234	21	"PURCHASE"	"Serial No. 141433690"	27-JUL-2022 09:02:08 AM	"INUSE   "	27-JUL-2022 09:02:13 AM
300	190	"PURCHASE"	"Serial No. 159874568"	21-AUG-2022 12:00:00 AM	"INUSE   "	21-AUG-2022 12:00:00 AM
301	190	"PURCHASE"	"Serial No. 159874567"	21-AUG-2022 12:00:00 AM	"DISPOSED"	21-AUG-2022 12:00:00 AM
1120	814	"PURCHASE"	"C3PL5-5ZL91-B8W5S-4JN62-263YF"	23-NOV-2022 07:20:23 AM	"INUSE   "	30-NOV-2022 02:21:07 PM
942	621	"PURCHASE"	"Serial No. 563894717"	01-FEB-2023 07:45:08 AM	"INUSE   "	02-FEB-2023 08:46:09 AM
1139	769	"PURCHASE"	"SERIAL NO. 002230832"	10-JAN-2023 10:07:16 AM	"INREPAIR"	13-JAN-2023 12:52:34 PM
947	621	"PURCHASE"	"Serial No. 563894717"	01-FEB-2023 07:47:16 AM	"INUSE   "	03-FEB-2023 09:28:47 AM
1138	766	"PURCHASE"	"Serial No. 563894717"	01-FEB-2023 07:45:08 AM	"AVAIL   "	01-FEB-2023 07:48:16 AM
1140	769	"PURCHASE"	"SERIAL NO. 002230833"	10-JAN-2023 10:15:36 AM	"INUSE   "	12-JAN-2023 08:03:41 AM
1141	769	"PURCHASE"	"SERIAL NO. 002230834"	10-JAN-2023 10:25:04 AM	"INUSE   "	12-JAN-2023 08:29:47 AM
1179	811	"PURCHASE"	"Serial No. 00065432"	14-FEB-2023 09:20:15 AM	"AVAIL   "	15-FEB-2023 07:08:40 AM
1195	820	"PURCHASE"	"Serial no. 9478463274"	03-FEB-2023 07:45:08 AM	"AVAIL   "	04-FEB-2023 05:55:59 PM
2131	823	"PURCHASE"	"Serial No.S5FJCY53"	18-NOV-2022 11:05:21 AM	"INUSE   "	20-NOV-2022 11:23:49 AM
2132	823	"PURCHASE"	"Serial No.QTDYMVKG"	18-NOV-2022 11:07:21 AM	"AVAIL   "	19-NOV-2022 11:26:50 AM
2133	823	"PURCHASE"	"Serial No.R6TNFLHL"	18-NOV-2022 11:09:21 AM	"DISPOSED"	24-DEC-2022 11:29:05 AM
1196	820	"PURCHASE"	"Serial no. 9478463275"	03-FEB-2023 07:49:30 AM	"AVAIL   "	04-FEB-2023 06:00:34 PM
1197	820	"PURCHASE"	"Serial no. 9478463276"	03-FEB-2023 07:53:43 AM	"AVAIL   "	04-FEB-2023 06:07:04 PM
1198	820	"PURCHASE"	"Serial no. 9478463274"	03-FEB-2023 07:57:48 AM	"INUSE   "	05-FEB-2023 06:58:40 PM
3997	1598	"PURCHASE"	"Serial No. FPFY2BAVXV29"	01-FEB-2023 12:00:00 AM	"DISPOSED"	07-FEB-2023 09:30:00 AM
3998	1598	"PURCHASE"	"Serial No. FPFY8BAKED75"	01-FEB-2023 12:00:00 AM	"INUSE   "	01-FEB-2023 12:00:00 AM
3999	1598	"PURCHASE"	"Serial No. FPOK7BAVXV63"	01-FEB-2023 12:00:00 AM	"UNAVAIL "	01-FEB-2023 12:00:00 AM
1481	1556	"PURCHASE"	"JBWTES"	25-JUL-2022 12:00:00 AM	"UNAVAIL "	28-JUL-2022 12:00:00 AM
1103	814	"PURCHASE"	"M3SE5-9WA64-R9X9T-1N1A2-423AU"	23-NOV-2022 07:13:37 AM	"INUSE   "	29-NOV-2022 11:39:12 AM
1135	814	"PURCHASE"	"68DB7-S13D4-W8N6B-2DS45-317DG"	23-NOV-2022 07:27:24 AM	"AVAIL   "	28-NOV-2022 08:29:44 AM
1203	803	"PURCHASE"	"No Serial Number for Mac OS"	18-JAN-2023 09:46:42 AM	"DISPOSED"	02-FEB-2023 02:22:44 PM
1041	133	"PURCHASE"	"Serial No. 938477349963"	20-SEP-2023 02:26:23 PM	"INUSE   "	23-SEP-2023 10:33:25 AM
1042	135	"PURCHASE"	"License Key: AK91F-91DER-OIP0K-X3FRT-192SW"	20-SEP-2023 02:29:02 PM	"INUSE   "	23-SEP-2023 10:34:51 AM
1043	133	"PURCHASE"	"Serial No. 973399897253"	20-SEP-2023 02:32:05 PM	"DISPOSED"	08-OCT-2023 05:00:35 PM
1044	135	"PURCHASE"	"License Key: UPK78-20MNT-LIDS9-YACM5-23Y6I"	20-SEP-2023 02:35:02 PM	"DISPOSED"	08-OCT-2023 05:01:15 PM
1045	133	"PURCHASE"	"Serial No. 992735796293"	20-SEP-2023 02:38:29 PM	"INUSE   "	08-OCT-2023 12:20:51 PM
1046	135	"PURCHASE"	"License Key: 97JP0-GHA45-78K6D-24G5V-KS7NS"	20-SEP-2023 02:41:52 PM	"INUSE   "	08-OCT-2023 12:23:11 PM
803	1325	"PURCHASE"	"7939549"	21-SEP-2023 07:10:21 PM	"INUSE   "	23-SEP-2023 03:37:39 PM
1939	1216	"PURCHASE"	"Serial No.122390084654"	25-SEP-2023 07:20:43 AM	"AVAIL   "	25-SEP-2023 09:41:56 AM
1940	1215	"PURCHASE"	"License Key: LMCQE-ENVEX-CTMDQ-SMJLL-SUAZS"	25-SEP-2023 07:23:35 AM	"AVAIL   "	25-SEP-2023 09:42:32 AM
2332	1233	"PURCHASE"	"Serial No.CN0JX54H742036A"	23-SEP-2023 12:33:25 PM	"DISPOSED"	04-OCT-2023 10:02:41 PM
2333	1233	"PURCHASE"	"Serial No.CN0JX54H742036B"	23-SEP-2023 12:35:37 PM	"INUSE   "	24-SEP-2023 09:17:25 AM
2334	1233	"PURCHASE"	"Serial No.CN0JX54H742036C"	23-SEP-2023 12:37:54 PM	"INUSE   "	24-SEP-2023 09:21:20 AM
2335	1233	"PURCHASE"	"Serial No.CN0JX54H742036D"	23-SEP-2023 12:40:06 PM	"INUSE   "	01-OCT-2023 02:29:55 PM
2336	1233	"PURCHASE"	"Serial No.CN0JX54H742036E"	23-SEP-2023 12:42:14 PM	"AVAIL   "	23-SEP-2023 12:42:55 PM
1883	1205	"PURCHASE"	"Serial No. 4387299A7"	24-SEP-2023 05:38:44 PM	"INUSE   "	26-SEP-2023 10:16:42 PM
1885	1207	"PURCHASE"	"Serial No. 1245383B2"	24-SEP-2023 05:42:13 PM	"AVAIL   "	25-SEP-2023 02:49:19 PM
1941	1216	"PURCHASE"	"Serial No.777111289803"	25-SEP-2023 07:26:29 AM	"AVAIL   "	25-SEP-2023 09:45:14 AM
1887	1210	"PURCHASE"	"Serial No. 5320323C2"	24-SEP-2023 05:45:29 PM	"AVAIL   "	25-SEP-2023 02:50:50 PM
1942	1215	"PURCHASE"	"License Key: QICCR-POCNH-JAGOU-RVLTN-PGUBM"	25-SEP-2023 07:29:46 AM	"AVAIL   "	25-SEP-2023 09:45:55 AM
1943	1216	"PURCHASE"	"Serial No.239850033716"	25-SEP-2023 07:32:53 AM	"AVAIL   "	25-SEP-2023 09:48:47 AM
1889	1213	"PURCHASE"	"No Serial Number for Mac OS"	24-SEP-2023 05:46:41 PM	"AVAIL   "	25-SEP-2023 02:50:59 PM
1931	1600	"PURCHASE"	"Serial No.:478456454"	24-SEP-2023 02:36:21 PM	"INUSE   "	27-SEP-2023 04:40:50 PM
1932	1601	"PURCHASE"	"Serial No.:478456446"	24-SEP-2023 02:39:26 PM	"INUSE   "	27-SEP-2023 04:45:45 PM
1938	1602	"PURCHASE"	"Serial No.:478456447"	24-SEP-2023 02:42:32 PM	"AVAIL   "	25-SEP-2023 01:14:35 PM
1944	1215	"PURCHASE"	"License Key: LEYQBT-THBML-HLKPM-SVAXQ-FIXYS"	25-SEP-2023 07:35:19 AM	"AVAIL   "	25-SEP-2023 09:49:20 AM
3131	2660	"purchase"	"Serial No. DELL9330-001"	04-DEC-2023 08:30:56 PM	"AVAIL   "	05-DEC-2023 08:32:33 AM
6855	1080	"PURCHASE"	"Serial No. 4589632710"	03-SEP-2023 12:18:00 PM	"INUSE   "	05-SEP-2023 02:02:45 PM
6856	2080	"PURCHASE"	"Serial No. 9875641203"	03-SEP-2023 12:58:54 PM	"INUSE   "	05-SEP-2023 02:04:58 PM
6857	3080	"PURCHASE"	"Serial No. 0753914268"	03-SEP-2023 01:48:52 PM	"INUSE   "	05-SEP-2023 02:05:37 PM
1853	1172	"PURCHASE"	"Serial No. 83245902"	22-SEP-2023 09:28:02 PM	"AVAIL   "	23-SEP-2023 10:38:18 AM
2010	1343	"PURCHASE"	"SN-123456"	10-SEP-2023 05:54:12 PM	"INREPAIR"	13-SEP-2023 02:37:50 PM
2011	1344	"PURCHASE"	"SN-789012"	10-SEP-2023 06:25:24 PM	"INUSE   "	13-SEP-2023 02:41:14 PM
2009	1342	"PURCHASE"	"Serial No. 144837412"	10-SEP-2023 05:24:01 PM	"AVAIL   "	11-SEP-2023 07:28:15 AM
2013	1345	"PURCHASE"	"SN-345678"	10-SEP-2023 06:32:55 PM	"INUSE   "	15-SEP-2023 12:04:37 PM
1691	1191	"PURCHASE"	"Serial No. ASD6HASDU"	23-SEP-2023 08:51:13 AM	"INUSE   "	03-NOV-2023 08:13:41 AM
2015	743	"PURCHASE"	"Serial No. 1448374123"	12-SEP-2023 11:13:22 AM	"INUSE   "	24-SEP-2023 06:04:16 PM
2016	347	"PURCHASE"	"Serial No. SM995312442"	12-SEP-2023 01:35:27 PM	"AVAIL   "	23-SEP-2023 06:35:59 PM
1690	1190	"PURCHASE"	"Serial No. A16BSADR"	23-SEP-2023 08:42:09 AM	"INUSE   "	03-NOV-2023 07:59:35 AM
2018	756	"PURCHASE"	"Serial No. 293729882"	12-SEP-2023 04:06:23 PM	"AVAIL   "	13-SEP-2023 07:08:48 AM
1692	1192	"PURCHASE"	"Serial No. ADWEIMAF1"	23-SEP-2023 08:53:31 AM	"INUSE   "	03-SEP-2023 08:20:20 AM
1784	1137	"PURCHASE"	"Serial No. H3XBPG3"	24-SEP-2023 05:30:09 PM	"INUSE   "	29-SEP-2023 08:12:29 AM
1785	1148	"PURCHASE"	"License Key: A1B2C-3D4E5-F6G7H-8I9J0-K1L2M"	24-SEP-2023 05:31:09 PM	"INUSE   "	29-SEP-2023 08:12:55 AM
1786	1137	"PURCHASE"	"Serial No. B3XBPG3"	24-SEP-2023 05:44:24 PM	"INUSE   "	01-OCT-2023 07:59:23 AM
1787	1148	"PURCHASE"	"License Key: A1B2C-3D4E5-F6G7H-8I9J0-Q2P9T"	24-SEP-2023 05:45:59 PM	"INUSE   "	01-OCT-2023 08:00:32 AM
1788	1137	"PURCHASE"	"Serial No. D9PVCL3"	24-SEP-2023 05:57:39 PM	"AVAIL   "	25-SEP-2023 08:58:10 PM
1789	1148	"PURCHASE"	"License Key: A1B2C-3D4E5-F6G7H-8I9J0-A7N2U"	24-SEP-2023 06:05:34 PM	"AVAIL   "	25-SEP-2023 09:00:01 PM
1030	840	"PURCHASE"	"Serial No: LS12345AB67"	23-SEP-2023 09:19:17 AM	"INREPAIR"	09-OCT-2023 04:06:22 PM
1032	840	"PURCHASE"	"Serial No: LS67890CD12"	23-SEP-2023 09:21:44 AM	"INUSE   "	03-OCT-2023 11:44:33 AM
683	365	"PURCHASE"	"Serial No.:33183211"	07-JUL-2022 10:50:30 AM	"UNAVAIL "	01-SEP-2023 10:31:11 AM
684	364	"PURCHASE"	"Serial No.:33154934"	10-AUG-2022 10:50:30 AM	"INREPAIR"	10-SEP-2022 02:05:00 PM
685	366	"PURCHASE"	"Serial No.:12768809"	01-JUL-2022 11:50:30 AM	"UNAVAIL "	01-SEP-2023 10:31:11 AM
686	368	"PURCHASE"	"Serial No.:43281902"	03-AUG-2022 11:50:30 AM	"UNAVAIL "	10-SEP-2022 02:20:00 PM
687	367	"PURCHASE"	"Serial No.:43281912"	03-AUG-2022 11:50:30 AM	"INREPAIR"	10-SEP-2022 02:20:00 PM
704	369	"PURCHASE"	"License Key: HFURJMR7D1"	01-SEP-2022 10:03:04 AM	"DISPOSED"	01-SEP-2022 10:03:11 AM
705	369	"PURCHASE"	"License Key: JFI8UDSFGJ"	01-SEP-2022 10:03:04 AM	"INUSE   "	01-SEP-2022 10:03:11 AM
2134	824	"PURCHASE"	"License Key: 3YRC6-A5N43-AF818J-A33EP-BP33G"	18-NOV-2022 11:05:54 AM	"INUSE   "	20-NOV-2022 11:23:57 AM
296	195	"PURCHASE"	"Serial No. 938"	10-SEP-2022 12:00:00 AM	"UNAVAIL "	30-SEP-2022 12:00:00 AM
821	461	"PURCHASE"	"Serial No. B72616276"	04-NOV-2022 11:33:32 AM	"UNAVAIL "	04-NOV-2022 07:09:40 PM
1206	825	"PURCHASE"	"No serial no for ChromeOS factory-installed"	14-FEB-2023 04:44:08 PM	"DISPOSED"	21-FEB-2023 09:16:09 PM
946	621	"PURCHASE"	"Serial No. 566831601"	21-FEB-2023 01:06:58 PM	"UNAVAIL "	21-FEB-2023 01:06:58 PM
1208	825	"PURCHASE"	"No serial no for ChromeOS factory-installed"	14-FEB-2023 05:01:14 PM	"INUSE   "	17-FEB-2023 09:43:04 AM
987	4	"PURCHASE"	"Serial No. 748291032"	01-FEB-2022 07:45:05 AM	"UNAVAIL "	02-FEB-2022 09:40:00 AM
988	4	"PURCHASE"	"Serial No. 748291033"	01-FEB-2022 07:45:05 AM	"UNAVAIL "	02-FEB-2022 09:45:00 AM
989	4	"DISPOSED"	"Serial No. 748291034"	01-FEB-2022 07:45:05 AM	"DISPOSED"	02-FEB-2022 09:50:00 AM
1050	685	"PURCHASE"	"Serial No.  50184"	14-FEB-2023 09:02:08 AM	"INUSE   "	14-FEB-2023 09:02:08 AM
1051	685	"PURCHASE"	"Serial No.  50185"	14-FEB-2023 09:02:08 AM	"INREPAIR"	14-FEB-2023 09:02:08 AM
1052	685	"PURCHASE"	"Serial No.  50186"	14-FEB-2023 09:02:08 AM	"INUSE   "	14-FEB-2023 09:02:08 AM
1053	641	"PURCHASE"	"Serial No.75788913"	23-DEC-2022 10:10:23 AM	"UNAVAIL "	23-DEC-2022 10:10:30 AM
1054	641	"PURCHASE"	"Serial No.75788914"	23-DEC-2022 10:10:23 AM	"UNAVAIL "	23-DEC-2022 10:10:30 AM
1092	686	"PURCHASE"	"Serial No. 937574742"	15-JAN-2023 12:00:00 AM	"INUSE   "	15-JAN-2023 12:00:00 AM
1093	686	"PURCHASE"	"Serial No. 353524834"	15-JAN-2023 12:00:00 AM	"INUSE   "	20-JAN-2023 12:00:00 AM
1094	686	"PURCHASE"	"Serial No. 852524852"	15-JAN-2023 12:00:00 AM	"INREPAIR"	20-JAN-2023 12:00:00 AM
1210	825	"PURCHASE"	"No serial no for ChromeOS factory-installed"	14-FEB-2023 05:17:16 PM	"INUSE   "	20-FEB-2023 05:41:31 PM
1089	822	"PURCHASE"	"License Key: 3DSC6-A5N43-AF22J-A33EP-HC45G"	02-FEB-2023 12:16:20 PM	"INUSE   "	03-FEB-2023 07:13:46 PM
1107	720	"PURCHASE"	"Serial No. C02D263DMD6M"	14-FEB-2023 12:00:00 AM	"INUSE   "	14-FEB-2023 12:00:00 AM
1108	720	"PURCHASE"	"Serial No. C02D882DMD6G"	14-FEB-2023 12:00:00 AM	"INUSE   "	14-FEB-2023 12:00:00 AM
1109	720	"PURCHASE"	"Serial No. C02D305DMD6F"	14-FEB-2023 12:00:00 AM	"INUSE   "	14-FEB-2023 12:00:00 AM
1131	761	"PURCHASE"	"Serial No. 63T5V32"	16-JAN-2023 08:20:22 AM	"AVAIL   "	16-JAN-2023 09:27:12 AM
1121	747	"PURCHASE"	"Serial No. 141432700"	01-OCT-2022 11:20:09 AM	"INUSE   "	01-OCT-2022 11:20:13 AM
1146	894	"PURCHASE"	"Serial No. 100000001"	21-FEB-2023 09:03:14 AM	"INUSE   "	21-FEB-2023 09:03:18 AM
1148	894	"PURCHASE"	"Serial No. 100000002"	21-FEB-2023 09:03:14 AM	"INUSE   "	21-FEB-2023 09:03:18 AM
1149	894	"PURCHASE"	"Serial No. 100000003"	21-FEB-2023 09:03:14 AM	"INREPAIR"	28-FEB-2023 09:00:00 AM
1129	761	"PURCHASE"	"Serial No. 59T2V22"	16-JAN-2023 07:59:30 AM	"AVAIL   "	16-JAN-2023 09:06:53 AM
1130	761	"PURCHASE"	"Serial No. 57T2V21"	16-JAN-2023 08:10:03 AM	"INUSE   "	18-JAN-2023 02:10:57 PM
1190	818	"PURCHASE"	"Serial No. 728648917362"	14-FEB-2023 04:43:57 PM	"DISPOSED"	21-FEB-2023 09:15:49 PM
1192	818	"PURCHASE"	"Serial No. 728648917363"	14-FEB-2023 05:00:09 PM	"INUSE   "	17-FEB-2023 09:42:13 AM
1194	818	"PURCHASE"	"Serial No. 728648917364"	14-FEB-2023 05:16:10 PM	"INUSE   "	20-FEB-2023 05:40:37 PM
1342	1123	"PURCHASE"	"Serial No. 1772613"	08-FEB-2023 12:00:00 AM	"INUSE   "	11-FEB-2023 12:00:00 AM
1343	1123	"PURCHASE"	"Serial No. 1772614"	08-FEB-2023 12:00:00 AM	"INUSE   "	11-FEB-2023 12:00:00 AM
1344	1123	"PURCHASE"	"Serial No. 1772612"	08-FEB-2023 12:00:00 AM	"INREPAIR"	12-FEB-2023 12:00:00 AM
2135	824	"PURCHASE"	"License Key: 4DBE7-M4N86-JN46H-234HG-QB36L"	18-NOV-2022 11:07:56 AM	"AVAIL   "	19-NOV-2022 11:26:50 AM
2136	824	"PURCHASE"	"License Key: 5FLH8-K2V98-C815L-KW81N-52U4M"	18-NOV-2022 11:09:49 AM	"DISPOSED"	24-DEC-2022 11:29:10 AM
1763	1135	"PURCHASE"	"Serial No. 4F34DG1"	22-SEP-2023 08:48:05 AM	"INREPAIR"	26-SEP-2023 05:03:13 PM
1421	961	"PURCHASE"	"Serial No. 141433690 "	28-JAN-2023 09:02:08 AM	"INUSE   "	31-JAN-2023 02:30:46 PM
1422	961	"PURCHASE"	"Serial No. 141433690 "	28-JAN-2023 09:17:15 AM	"INUSE   "	31-JAN-2023 03:25:51 PM
1423	961	"PURCHASE"	"Serial No. 141433690 "	28-JAN-2023 09:31:28 AM	"AVAIL   "	29-JAN-2023 11:22:56 AM
1441	985	"PURCHASE"	"Serial No.  8DF1402494"	01-MAR-2023 09:00:00 AM	"DISPOSED"	11-MAR-2023 10:15:00 AM
1442	985	"PURCHASE"	"Serial No. 8XG1404736"	01-MAR-2023 09:00:00 AM	"INUSE   "	01-MAR-2023 10:00:00 AM
1443	985	"PURCHASE"	"Serial No. 8NF8465732 "	01-MAR-2023 09:00:00 AM	"UNAVAIL "	01-MAR-2023 10:00:00 AM
1090	822	"PURCHASE"	"License Key: 2MBE7-M1C46-JN46V-298YG-GB76L"	02-FEB-2023 12:29:42 PM	"INREPAIR"	03-MAR-2023 05:34:35 PM
1091	822	"PURCHASE"	"License Key: 6PUH8-K7G78-C232L-GH81N-52U4M"	02-FEB-2023 12:37:03 PM	"INUSE   "	04-MAR-2023 07:23:45 PM
1764	1142	"PURCHASE"	"License Key: YTMG3-N6DKC-DKB77-7M9GH-8HVX7"	22-SEP-2023 08:48:55 AM	"INREPAIR"	26-SEP-2023 05:03:54 PM
1765	1135	"PURCHASE"	"Serial No. 4F34DG2"	22-SEP-2023 08:49:23 AM	"INUSE   "	23-SEP-2023 07:23:14 AM
1766	1142	"PURCHASE"	"License Key: VK7JG-NPHTM-C97JM-9MPGT-3V66T"	22-SEP-2023 08:50:02 AM	"INUSE   "	23-SEP-2023 07:23:44 AM
1767	1135	"PURCHASE"	"Serial No. 4F34DG3"	22-SEP-2023 08:50:52 AM	"AVAIL   "	22-SEP-2023 10:51:48 AM
1768	1142	"PURCHASE"	"License Key: 8PTT6-RNW4C-6V7J2-C2D3X-MHBPB"	22-SEP-2023 08:51:47 AM	"AVAIL   "	22-SEP-2023 10:52:25 AM
1802	1153	"PURCHASE"	"Serial No. B56514894894"	23-SEP-2023 08:48:05 AM	"INREPAIR"	02-OCT-2023 04:27:24 PM
1803	1154	"PURCHASE"	"License Key: KF5IH-XSHYU-98ASB-0PLKC-5SJHFG"	23-SEP-2023 08:49:55 AM	"INREPAIR"	02-OCT-2023 04:28:06 PM
1804	1153	"PURCHASE"	"Serial No. B56514894895 "	23-SEP-2023 08:51:23 AM	"INUSE   "	25-SEP-2023 07:22:34 PM
1805	1154	"PURCHASE"	"License Key: 2NVDS-H665E-BV4E3-PPSHS-KZQE5"	23-SEP-2023 08:53:02 AM	"INUSE   "	25-SEP-2023 07:23:18 PM
1806	1153	"PURCHASE"	"Serial No. B56514894896"	23-SEP-2023 08:54:52 AM	"INUSE   "	02-OCT-2023 03:13:44 PM
746	749	"PURCHASE"	"Serial No. T3UOK0FDPJXY9H18RAO5"	21-SEP-2023 07:44:10 AM	"INUSE   "	24-SEP-2023 07:39:03 AM
748	749	"PURCHASE"	"Serial No. T3UOK0FDPJXY9H18RAO7"	21-SEP-2023 08:27:50 AM	"AVAIL   "	22-SEP-2023 07:36:55 AM
747	749	"PURCHASE"	"Serial No. T3UOK0FDPJXY9H18RAO6"	21-SEP-2023 08:05:46 AM	"INUSE   "	24-SEP-2023 09:49:46 AM
1807	1154	"PURCHASE"	"License Key: L45PO-HGFDS-99HDZ-WQWER-JGD5J"	23-SEP-2023 08:56:47 AM	"INUSE   "	02-OCT-2023 03:18:35 PM
1034	840	"PURCHASE"	"Serial No: LS34567EF89"	23-SEP-2023 09:24:27 AM	"AVAIL   "	30-SEP-2023 11:22:42 AM
1031	850	"PURCHASE"	"License Key: X4CVD-6T7BY-8NU9M-0I9NU-8BY7T"	23-SEP-2023 09:20:29 AM	"INREPAIR"	09-OCT-2023 04:06:35 PM
1033	850	"PURCHASE"	"License Key: W11PR-0EXMP-L3KEY-FAK11-0LIC1"	23-SEP-2023 09:22:58 AM	"INUSE   "	03-OCT-2023 11:45:02 AM
1035	850	"PURCHASE"	"License Key: W11PR-XY12Z-34ABC-5DE6F-GH78I"	23-SEP-2023 09:25:44 AM	"AVAIL   "	30-SEP-2023 11:22:54 AM
2022	1322	"PURCHASE"	"Serial No. C12981011"	01-NOV-2023 11:10:18 AM	"AVAIL   "	04-NOV-2023 01:04:32 AM
1431	744	"PURCHASE"	"Dell Service Tag: 0635HBU"	23-SEP-2023 08:07:26 AM	"INUSE   "	24-SEP-2023 12:16:53 PM
334	431	"PURCHASE"	"Serial No.987654321"	23-SEP-2023 10:06:33 AM	"INUSE   "	29-OCT-2023 10:21:03 AM
335	431	"PURCHASE"	"Serial No.987654322"	23-SEP-2023 10:09:18 AM	"INUSE   "	01-NOV-2023 09:22:31 AM
336	431	"PURCHASE"	"Serial No.987654327"	23-SEP-2023 10:12:21 AM	"INUSE   "	02-NOV-2023 09:52:48 AM
1432	746	"PURCHASE"	"License Key: 5M5V0-J8DNA-AJ7KJ-MADZV"	23-SEP-2023 08:11:02 AM	"INUSE   "	24-SEP-2023 12:17:36 PM
1433	744	"PURCHASE"	"Dell Service Tag: 9584OHN"	23-SEP-2023 08:13:54 AM	"INUSE   "	24-SEP-2023 12:19:33 PM
1434	746	"PURCHASE"	"License Key: CM2ZQ-M4L6N-Z455Y-TG7XJ"	23-SEP-2023 08:18:04 AM	"INUSE   "	24-SEP-2023 12:20:03 PM
978	669	"PURCHASE"	"Serial No. 3Q84QVET"	03-FEB-2023 07:00:00 AM	"INUSE   "	03-FEB-2023 07:01:00 AM
1731	1121	"PURCHASE"	"Serial No. PM9G7K2W2Q"	11-SEP-2023 08:16:23 AM	"INREPAIR"	18-SEP-2023 02:14:28 PM
977	669	"PURCHASE"	"Serial No. 6X5QVQDQ"	03-FEB-2023 07:00:00 AM	"INUSE   "	03-FEB-2023 07:01:00 AM
979	669	"PURCHASE"	"Serial No. 5ERSZ69H"	03-FEB-2023 07:00:00 AM	"INUSE   "	03-FEB-2023 07:01:00 AM
980	670	"PURCHASE"	"Serial No. 5ERSZ69H"	03-FEB-2023 07:00:00 AM	"UNAVAIL "	03-FEB-2023 07:01:00 AM
1058	694	"PURCHASE"	"Serial No. 70349021"	01-MAR-2023 12:00:00 AM	"UNAVAIL "	14-FEB-2023 10:50:17 AM
1059	694	"PURCHASE"	"Serial No. 70349801"	01-MAR-2023 12:00:00 AM	"UNAVAIL "	14-FEB-2023 10:50:17 AM
1061	694	"PURCHASE"	"Serial No. 70349801"	01-MAR-2023 12:00:00 AM	"INREPAIR"	14-FEB-2023 10:50:17 AM
1075	689	"PURCHASE"	"Serial No. 907PGFJ309477"	21-JAN-2023 08:01:13 AM	"DISPOSED"	02-FEB-2023 08:17:33 AM
1076	689	"PURCHASE"	"Serial No. 907PGFJ309478"	21-JAN-2023 08:01:13 AM	"INUSE   "	21-JAN-2023 08:01:25 AM
1077	689	"PURCHASE"	"Serial No. 907PGFJ309479"	21-JAN-2023 08:01:13 AM	"AVAIL   "	21-JAN-2023 08:01:25 AM
